"","Acaulospora","Acremoniopsis","Acremonium","Acrophialophora","Agaricus","Alfaria","Alternaria","Amanita","Amaurodon","Anteholosticha","Anthostomella","Anthracobia","Apiotrichum","Apodospora","Arachnocrea","Archaeorhizomyces","Archaeospora","Arthrocladium","Ascocorticium","Aspergillus","Asterostroma","Astrosporina","Aureobasidium","Auricularia","Austroafricana","Auxarthron","Basidioascus","Basidiobolus","Beauveria","Bipolaris","Biscogniauxia","Bjerkandera","Boletus","Botryobasidium","Botrytis","Bulleromyces","Burgella","Byssoascus","Calycina","Camarophyllopsis","Camptophora","Capronia","Castanediella","Cenococcum","Ceraceomyces","Ceratobasidium","Ceratosporella","Chaetomium","Chaetosphaeria","Chalara","Chloridium","Chloropyrula","Chondrogaster","Chrysozyma","Cistella","Cladobotryum","Cladonia","Cladophialophora","Cladosporium","Claroideoglomus","Clavaria","Clavulina","Clavulinopsis","Clitopilus","Clonostachys","Codinaea","Coleophoma","Coltricia","Coltriciella","Coniochaeta","Coniophora","Conioscypha","Coniothyrium","Conlarium","Conocybe","Coprinopsis","Cordyceps","Cortinarius","Coryneum","Crepatura","Cruentomycena","Cryptococcus","Cryptocoryneum","Cryptodiscus","Cryptosporiopsis","Cunninghamella","Curvibasidium","Curvularia","Cyclaneusma","Cylindrodendrum","Cylindrosympodioides","Cyphellophora","Cyrtohymena","Cystangium","Cystobasidium","Cytospora","Dactylella","Dendrochytridium","Dendrophoma","Dendrosporium","Desertiserpentica","Devriesia","Diaporthe","Diaxonella","Dichostereum","Diddensiella","Didymocrea","Dioszegia","Diplogelasinospora","Distononappendiculata","Diversispora","Dothidea","Dothiorella","Endophragmiella","Entoloma","Eutypella","Exophiala","Farysia","Fibulochlamys","Fibulomyces","Foliocryphia","Fusarium","Fuscoporia","Fusicladium","Fusidium","Galerina","Geastrum","Gelidatrema","Geminibasidium","Geoglossum","Geranomyces","Gliomastix","Glomus","Glutinoglossum","Goffeauzyma","Goidanichiella","Gongronella","Gremmenia","Gryganskiella","Gymnopilus","Gymnopus","Halteria","Haptocillium","Harknessia","Hawksworthiomyces","Hebeloma","Henningsomyces","Heterotruncatella","Hormonema","Hyaloscypha","Hydnellum","Hydnum","Hymenotorrendiella","Hypomyces","Hysterium","Hysterobrevium","Ilyonectria","Inocybe","Irpicomyces","Jaapia","Keithomyces","Knufia","Kockovaella","Labyrinthomyces","Laccaria","Lachnum","Lactarius","Lactifluus","Lapidomyces","Lecanora","Lecythophora","Leohumicola","Leotia","Leptodontidium","Leucoagaricus","Leucopaxillus","Lichenoconium","Lindtneria","Linnemannia","Lophium","Lophodermium","Marasphaerium","Marquesius","Melanchlenus","Meliniomyces","Menispora","Meristemomyces","Metschnikowia","Microascus","Microdochium","Mollisia","Monacrosporium","Montagnula","Mortierella","Mycena","Mycosymbioces","Nadsonia","Naganishia","Nematoctonus","Neocatenulostroma","Neocucurbitaria","Neodevriesia","Neotrimmatostroma","Neurospora","Nigrograna","Nigrospora","Nothomitra","Ochroconis","Octaviania","Oidiodendron","Oliveonia","Orbilia","Paecilomyces","Paracladophialophora","Parafusicladium","Paramicrothyrium","Paraphoma","Parapyrenochaeta","Pectenia","Penicillago","Penicillifer","Penicillium","Penidiella","Penidiellomyces","Peniophorella","Perenniporia","Peribolospora","Pestalotiopsis","Petrophila","Pezicula","Peziza","Phaeoacremonium","Phaeosphaeria","Phanerochaete","Phialemonium","Pholiota","Phomatospora","Phyllozyma","Piloderma","Piskurozyma","Plectania","Pleuroascus","Pluteus","Podospora","Polylobatispora","Polyscytalum","Porodiplodia","Postia","Powellomyces","Preussia","Priceomyces","Proliferodiscus","Psathyrella","Pseudoarthrographis","Pseudodactylaria","Pseudopenidiella","Pseudoramichloridium","Pseudovalsaria","Pyricularia","Pyrigemmula","Radulomyces","Rasamsonia","Readeriella","Readerielliopsis","Resinicium","Reticulascus","Rhexodenticula","Rhizoctonia","Rhizodermea","Rhizoglomus","Rhizophagus","Rhizophydium","Rhizopogon","Rhizosphaera","Rhodocollybia","Rhodotorula","Rhopalophora","Rhynchogastrema","Ruhlandiella","Russula","Sagenomella","Saitozyma","Sakaguchia","Sarcoleotia","Sarcostroma","Sarea","Schizothecium","Schwanniomyces","Scutellospora","Scytalidium","Sebacina","Seiridium","Septobasidium","Serendipita","Serpula","Setophaeosphaeria","Sistotrema","Slooffia","Solicoccozyma","Sonoraphlyctis","Sorocybe","Spadicoides","Spencermartinsiella","Sphaerosoma","Sphaerosporella","Sphaerostilbella","Sporidesmiella","Sporobolomyces","Sporormiella","Sporothrix","Sterila","Strelitziana","Suillus","Symbiotaphrina","Sympodiella","Syzygospora","Talaromyces","Tausonia","Teichospora","Teratosphaeria","Tetragoniomyces","Thanatephorus","Thyrinula","Tilletia","Tolypocladium","Tomentella","Tomentellopsis","Torula","Toxicocladosporium","Tracylla","Trechispora","Tremella","Trichodelitschia","Trichoderma","Trogia","Tubaria","Tubulicium","Tubulicrinis","Udeniomyces","Umbelopsis","Valsa","Vanrija","Venturia","Vermiculariopsiella","Veronaeopsis","Volvariella","Wilcoxina","Xenoacremonium","Xenopolyscytalum","Xenosonderhenioides","Xerocomus","Xylaria","Yamadamyces","Zanclospora"
"E8-N_Soil",0,0,0,0,0,0,0,0,0,0,0,0,0.00373484236054972,0,4.85044462409054e-05,0,5.65885206143897e-05,0,0,0,0,0,0,0,4.04203718674212e-05,0,5.65885206143897e-05,0,5.65885206143897e-05,0,3.23362974939369e-05,0,0,0,2.42522231204527e-05,3.23362974939369e-05,0,0,0,0,0,0.000679062247372676,0.000703314470493129,0,0,0.00147938561034762,0,0.00193209377526273,3.23362974939369e-05,0,0,0,0,0,0,0.000371867421180275,0,0.0769523039611964,0.0001535974130962,0,0,0.00127728375101051,0,0,0,0,0,0,0,0.000194017784963622,0.000202101859337106,0,0,0,1.61681487469685e-05,0,3.23362974939369e-05,0,0,0,0,0.000105092966855295,0,0,0,0,0,0,0,0.00047696038803557,0.000121261115602264,0,0,0,0,0,0,1.61681487469685e-05,0,0,0,0.00304769603880356,0,0,0,0,0,0,0,0,0,0.0001535974130962,0,2.42522231204527e-05,0,0,0,0,0,0,0,0.000573969280517381,0,0,0,0,0,0,0.0031285367825384,0,0,0,0,0,0,0,0,0,0,0,0,0.000121261115602264,4.85044462409054e-05,5.65885206143897e-05,0,0,0,0,0,0.000881164106709781,0,0,0,0,0,0,0.0105982215036378,0,0,0,0,0,0,0,0,4.04203718674212e-05,1.61681487469685e-05,0,0,0,0,0,0,0,0,0,0,0,4.85044462409054e-05,8.08407437348424e-05,0,0,1.61681487469685e-05,0,7.27566693613581e-05,0,0,0,0,0,0.00149555375909458,0,0,0.00617623282134196,1.61681487469685e-05,0,0,0,0,0,0,0,0,0.0001535974130962,0,0,0,1.61681487469685e-05,0,0.0309377526273242,0,0,0,0,0,0,0,0,0,7.27566693613581e-05,0,0.0526919967663703,0,0,0,5.65885206143897e-05,0,0,0,0,0,0,0,0,0.000234438156831043,0,0,0,0,0,0,4.04203718674212e-05,0,0,0,0,0,0,0,0,0,0,0,9.70088924818108e-05,0,0.000654810024252223,0,4.04203718674212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106709781729992,8.08407437348424e-05,0.000226354082457559,0,0.000129345189975748,0,0,0,3.23362974939369e-05,0.011535974130962,8.89248181083266e-05,0,0,0,0,0,0,0,7.27566693613581e-05,0,0,2.42522231204527e-05,0,0,0,0,6.46725949878739e-05,0.00202910266774454,0,0,8.89248181083266e-05,0,0,0,9.70088924818109e-05,0,4.04203718674212e-05,0,0.000590137429264349,0,0,0,0,4.85044462409054e-05,0.000194017784963622,0,0,0.014591754244139,0,0,0,0,0,0,0.000582053354890865,4.85044462409054e-05,0,0,0,0.000291026677445433,0,0,0.000905416329830235,0,0,0,0,0,0.00805982215036379,0,0,0.0313419563459984,0,0,0,0,0,0.00497978981406629,0,0,0,2.42522231204527e-05,0
"E8-S_Soil",0,0,0,0,0,0,0,0,0,0,0,0,0.000258479035503942,0,0,0,0,0,0,0.000323098794379927,0,0.0116223252035522,0,0,0,0,0,0,0,0,0,0,2.76941823754223e-05,0,0,0,0,7.38511530011262e-05,0,0,0,0,0.00171703930727619,0,0,0,0,0.000387718553255913,0,0,0,0,0,6.46197588759854e-05,0,0.000175396488377675,0,0.100603733175784,4.61569706257039e-05,0,0,1.84627882502816e-05,0.000110776729501689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452338312131898,0,0,0,0,0,0,0,1.84627882502816e-05,0,0,0,0.000166165094252534,0,0,0,0,0,0,0,0,0,0,0,0.00133855214814541,0,0,0,3.69255765005631e-05,0,0,0,0,0,0,0,0,0,0,0.000175396488377675,0,0,0,0,0,0,0,0,0,0,0,0.00150471724239794,0,0,0,0,0,3.69255765005631e-05,0,0,0,0,0,0,0,0,6.46197588759854e-05,0,0,0,0,0,0.000203090670753097,0,0,0,0,0,0,7.38511530011262e-05,0,0,0,0,0,0,0,0,0.000369255765005631,0,0,0,0,0,0,0,0,4.61569706257039e-05,0,0,0,0.000286173217879364,0,0,0,0,4.61569706257039e-05,0,0,0,5.53883647508447e-05,0,0,0,0,0,0.00639735612872256,0.0050034156158263,0,8.3082547126267e-05,8.3082547126267e-05,0,0,0,0,0,0.000876982441888374,0,0,0,0,0,0.0229400144009748,0,0,0,0,0,0,0,0,0,0,0,0.0529605080959327,0,0,0,0,0,0,0,0,0,0,0,0,9.23139412514078e-05,0,0,0,0,0,0,0.000258479035503942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101545335376549,0,0,0,0,0,2.76941823754223e-05,0,0,0,0,0,0,0.000415412735631335,0,0,0,6.46197588759854e-05,0,0,0,0,0,0,0,0.00599117478721637,0.00012000812362683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282480660229308,0,0,0.000323098794379927,0,0,0,0,0,0,0,0.000203090670753097,0,0,0,0,4.61569706257039e-05,7.38511530011262e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69255765005631e-05,0,0,0,0,0,0,0,0,0.00387718553255913,0,0,0,0,2.76941823754223e-05,0,0,0,0,0,0,0,0,0
"E9-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69820569321401e-05,0,0,0,0,0,0,0,3.59760759095202e-05,0,0,0,0,0,0,0,1.79880379547601e-05,0,4.49700948869002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39641138642803e-05,0,0,0,0,0,0,0.000206862436479741,0,0,0.0132122138777713,0,0,0,0,0,2.69820569321401e-05,2.69820569321401e-05,0,0,0,0,0.00301299635742231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29581328416603e-05,0,0,3.59760759095202e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116922246705941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115123442910465,0,0,0,0,0,0,0,0.000467688986823762,0,0,0,0,0,0,0,0.0667895849260242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19521518190403e-05,0.00185276790934029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482978819085308,0,0,0,0,0,0,0,0,0,0,0,0.0036965417997032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224850474434501,0,0,0,0,0,0,0,0,0,0,0,0,0.000971354049557045,0,1.79880379547601e-05,0,0,0,0,0,0,0,0,0,0,3.59760759095202e-05,0,0.0204613931735396,0,0,0,0,4.49700948869002e-05,0,0,0,0,0,0.00795970679498134,0.000251832531366641,0,3.59760759095202e-05,0,0,0,0,0,0,0,0,0,0,2.69820569321401e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59760759095202e-05,0,0,0,0,0,0,0,0,0,0.000206862436479741,0,0,0,0,0,4.49700948869002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197868417502361,0,0,0.000449700948869002,0,0,0,0,0,0,0,0,0,0,0
"E9-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,2.77790638455484e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77790638455484e-05,0,5.55581276910968e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70387517940645e-05,0,0,0,0,0,0,0.000129635631279226,0,0,0.0122042687161443,0,0,0,0,0,0,0,0,0,0,0,0.00271308856891523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116672068151303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141673225612297,0,0,0,0,0,0,0,0.000555581276910968,0,0,0,0,0,0,0,0.0569285615074772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002009352284828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549099495347006,0,0,0,0,0,0,0,0,0,0,0,0.00311125515070142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016667438307329,0,0,0,0,0,0,0,0,0,0,0,0,0.000722255659984259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181212093152461,0,0,0,0,0,0,0,0,0,0,0.00787999444418723,0.000305569702301032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70387517940645e-05,0,0,0,0,0,0,0,0,0,0,0.000111116255382194,0,0,0,0,0,0,0,0,0,0.000129635631279226,0,0,0,0,0,2.77790638455484e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148155007176258,0,0,0.000324089078198065,0,0,0,0,0,0,0,0,0,0,0
"E9-N_Soil",0,1.29607548343616e-05,0,0.000110166416092073,0,0,0,0,0,0,0,0,0.010575975944839,0,0.00024625434185287,0.000440665664368293,0,5.18430193374462e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94411322515423e-05,0,0,0,9.07252838405309e-05,0,0,0,0.000259215096687231,0.000142568303177977,0,0,0,0,0.000939654725491212,7.77645290061693e-05,5.18430193374462e-05,0,0,0,9.07252838405309e-05,0,0,0,0.0353310176784696,0.000745243402975789,0,0,0,0,0.00156825133495775,0.000524910570791643,1.29607548343616e-05,0,0,0.000116646793509254,0.0411827984861839,0,0,0,0,0,0,0,0,2.59215096687231e-05,0,0,0,1.29607548343616e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375861890196485,0,0,0,0,0,0,0,0.000136087925760796,0,0,0,0,0,0,0,0,0,0,0,0.000421224532116751,0,0,0,0,2.59215096687231e-05,0,0.000220332832184146,0.0627883767950645,0,0,0,0,2.59215096687231e-05,0,0,0,0,0,0,0,3.24018870859039e-05,3.24018870859039e-05,0,0,0,0,0,0.00122479133184717,0,0,0,0,0,0,0.000220332832184146,0,0,0,0,0,0,0.000298097361190316,0,0.00651277930426668,0,0,0,1.94411322515423e-05,5.8323396754627e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029680128570688,0.000239773964435689,0,0,0,1.29607548343616e-05,0,0,1.29607548343616e-05,0,0.000660998496552439,0,0,0,0,0,0.0208149722639846,0,0,5.18430193374462e-05,1.94411322515423e-05,0,0,0,0,0,0,0,0.0898633936440459,0,0,0,2.59215096687231e-05,0,0.000291616983773135,0,0,0,0,0,0,1.29607548343616e-05,0,0,0,0,0,0.000265695474104412,0,0,0,0,0.000136087925760796,0,0,0,0,4.53626419202654e-05,0,0,3.24018870859039e-05,0,0.00128311472860179,0,0,0,0,0,0,0,4.53626419202654e-05,0,0,0,0,1.94411322515423e-05,0,0,0,0.000304577738607497,1.94411322515423e-05,0,0.000194411322515423,0,0,0,0.0468920109907201,0.0348968323915185,3.24018870859039e-05,0.000868370573902224,0,0,0,0,0.0001684898128467,0,0,0,0,0,0.000181450567681061,0,0,0,0,0.00075172378039297,0,0,0,0,0.000285136606355954,0,0,0,0,0,0.000440665664368293,0,0.000103686038674892,0,0,3.88822645030847e-05,8.42449064233501e-05,9.72056612577117e-05,0,3.24018870859039e-05,3.88822645030847e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233293587018508,0,0,0,0,1.29607548343616e-05,0.00587770231738297,0,0.000142568303177977,0,0,3.24018870859039e-05,0,0,0,0,0,0,0,0,0
"E9-S_Soil",1.60516220164048e-05,0,0,0.000120387165123036,0,0,0,0,0,0,0,0,0.00950256023371162,0,0,0,3.21032440328095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40774330246071e-05,0,1.60516220164048e-05,0,2.40774330246071e-05,0,0,0,0,1.60516220164048e-05,0,0,0,1.60516220164048e-05,0.0020305301850752,6.4206488065619e-05,5.61806770574167e-05,0,0,0,0.000176567842180452,5.61806770574166e-05,0,0,0.0317822115924814,0.000176567842180452,0,7.22322990738214e-05,0,0,3.21032440328095e-05,0.000866787588885857,0,0,0,0,0.0238366586943611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21032440328095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000682193935697202,0,0,0.000329058251336298,0,0,0,0.000112361354114833,0,0,0,0,0,1.60516220164048e-05,0,0,0.000112361354114833,0,0,0,0,0,0,0.00087481339989406,0,0,0,0,0,0,7.22322990738214e-05,0.0353376458691151,0,0,0,0,0,0,0,0,2.40774330246071e-05,0,0,0.000176567842180452,0.000184593653188655,0,0,0,0,0,0,0.000288929196295285,0,0,0,0,0,0,0.000120387165123036,0.0863256232042248,1.60516220164048e-05,0,0,0,0,0,0,0.0027127241207724,0,0,0,0,0,0,0,0,0.000232748519237869,0,0,0,4.81548660492143e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40774330246071e-05,0.00163726544567329,1.60516220164048e-05,0,0,0,0,0,0,2.40774330246071e-05,0,0.000112361354114833,0,0,0,0,0,0.019430488450858,0,0,0,0,0,0,0,0,0,0,0,0.0765822886402671,0,0,0,0,0,4.81548660492143e-05,0,0,0,0,0,0,0,0,1.60516220164048e-05,0,0,0,1.60516220164048e-05,0,2.40774330246071e-05,0,0,0,0,0,0,0,0,0,0,0.000529703526541357,0,0.000409316361418322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280903385287083,7.22322990738214e-05,0.000120387165123036,0,0.000120387165123036,0,0,0,0.0198237531902599,0.0290373842276762,3.21032440328095e-05,0,0,0,0,0,0,0,0,0,0,0,0.000232748519237869,0,0,0,0,0.00081060691182844,0,0,0,0,0,0,0,0,0,0,0.00131623300534519,0,0,0,0,0,2.40774330246071e-05,8.82839210902262e-05,0,0,0,0,0,0,0,0.00013643878713944,0.000264851763270679,0,0,0,0,0,0,0,0.000152490409155845,0,0,0,0,0,0.0064045971845455,0,0,0.00533716432045458,2.40774330246071e-05,0,0,0,0,0,0,0,0,0,0
"Neg_Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087463556851312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670553935860058,0,0,0,0,0,0,0
"P1-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91598409733199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459836183359678,0,0,0,0,0,0.000555635388226278,0,0,0.0211907841164918,0,0,0,7.66393638932797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011495904583992,0,0,0,0,0,0,0,0,0,0,0,0,2.87397614599799e-05,0,0,0,0,0.00311347415816449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87397614599799e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104037936485127,0,0,0,0,0,0,0,0,0,0,0,0,1.91598409733199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78996024332998e-05,0.0010058916510993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456770608803947,0,0,0,0,0,0,0,0,0,0,0,0.00182018489246539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851271734444604,0.000574795229199598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306557455573119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191598409733199,0,0,0,0,0,0.000229918091679839,0,0,0.0212291037984385,0,0,0,0,0,0.000392776739953058,0,0,0,0,0
"P1-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43178833714314e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170225183600019,0,0,0,0,0,0.000206702008657166,0,0,0.0235032342784884,0,0,0,0.000303973542142892,0,0,4.86357667428627e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826808034628666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297894071300034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43178833714314e-05,0,0,0,0,0,0,2.43178833714314e-05,0,0,0,0,0,0,0,3.6476825057147e-05,0.00481494090754341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255337775400029,0.00443801371528622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342395797869754,0,0,0,0,0,0,0,0,0,0,0,0.00291814600457176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759812265940372,0.000851125918000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036476825057147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170225183600019,0,0,0,0,0,0.00027965565877146,0,0,0.0224575652935168,0,0,0,0,0,0.000340450367200039,0,0,0,0,0
"P1-N_Soil",0,0,0,0,0,0,4.38043173535184e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113891225119148,0,0,0,0,0,0,0,0,0,0.0225241799831791,0.000543173535183628,0,0,0,0,0,0.000464325763947295,0,0,0,0,0.00141049901878329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113891225119148,0,0,0,0,0,0,0,0,1.75217269414073e-05,0,0,0,0,0,0,9.63694981777404e-05,0,0,0,0,0,0,0,0,0,7.88477712363331e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38043173535184e-05,0,3.50434538828147e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657064760302776,0,0,0,0.000113891225119148,0,0,0,0,0,0,0,0,0,0,0,0,3.50434538828147e-05,0,0,0,0,0,3.50434538828147e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227782450238295,0,0,0,0,0,0.00233038968320718,0,0,0,0,0,0,0,0,0,0.0132639472946454,0,0.00492360527053547,0,0,0,0,0.000560695262125035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50434538828147e-05,0,0,0,0,0,0,7.88477712363331e-05,2.6282590412111e-05,0,0,0,0.000315391084945332,0,0,0,0,0,0,0,0,0.000105130361648444,0.000131412952060555,0,0,0,0,0,0,0,0,0,5.2565180824222e-05,0,0,0,0,0,0.000499369217830109,0.0545451359686011,3.50434538828147e-05,1.75217269414073e-05,0,0,0,0,0,0,0.000131412952060555,0,0,0,0,0,0,0,0,0.000297869358003925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38043173535184e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042928231006448,0,0,7.88477712363331e-05,0,0,0,0,0,0,0,0,0,0,0
