"","OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus","Species","Tree"
"17532","fde45f8e994ce58cc697b906a3d55672","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17533","fdf1c553ee8b9adfc86f9854c6b19120","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17534","fdf1c553ee8b9adfc86f9854c6b19120","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17535","fdf1c553ee8b9adfc86f9854c6b19120","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17536","fdf1c553ee8b9adfc86f9854c6b19120","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17537","fdf1c553ee8b9adfc86f9854c6b19120","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17538","fdf1c553ee8b9adfc86f9854c6b19120","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17539","fdf1c553ee8b9adfc86f9854c6b19120","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17540","fdf1c553ee8b9adfc86f9854c6b19120","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17541","fdf1c553ee8b9adfc86f9854c6b19120","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17542","fdf1c553ee8b9adfc86f9854c6b19120","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17543","fdf1c553ee8b9adfc86f9854c6b19120","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17544","fdf1c553ee8b9adfc86f9854c6b19120","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17545","fdf1c553ee8b9adfc86f9854c6b19120","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17546","fdf1c553ee8b9adfc86f9854c6b19120","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17547","fdf1c553ee8b9adfc86f9854c6b19120","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17548","fdf1c553ee8b9adfc86f9854c6b19120","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17549","fdf1c553ee8b9adfc86f9854c6b19120","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17550","fdf1c553ee8b9adfc86f9854c6b19120","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17551","fdf1c553ee8b9adfc86f9854c6b19120","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17552","fdf1c553ee8b9adfc86f9854c6b19120","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17553","fdf1c553ee8b9adfc86f9854c6b19120","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17554","fdf1c553ee8b9adfc86f9854c6b19120","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17555","fdf1c553ee8b9adfc86f9854c6b19120","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17556","fdf1c553ee8b9adfc86f9854c6b19120","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17558","fdf1c553ee8b9adfc86f9854c6b19120","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17559","fdf1c553ee8b9adfc86f9854c6b19120","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17560","fdf1c553ee8b9adfc86f9854c6b19120","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17561","fdf1c553ee8b9adfc86f9854c6b19120","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17562","fdf1c553ee8b9adfc86f9854c6b19120","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17563","fdf1c553ee8b9adfc86f9854c6b19120","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17564","fdf1c553ee8b9adfc86f9854c6b19120","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17565","fdf1c553ee8b9adfc86f9854c6b19120","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17566","fdf1c553ee8b9adfc86f9854c6b19120","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"17567","fdf1c553ee8b9adfc86f9854c6b19120","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17568","fdf1c553ee8b9adfc86f9854c6b19120","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"17569","fe0055e4fb90aaf3f3ec9235081421e7","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17570","fe0055e4fb90aaf3f3ec9235081421e7","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17571","fe0055e4fb90aaf3f3ec9235081421e7","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17572","fe0055e4fb90aaf3f3ec9235081421e7","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17573","fe0055e4fb90aaf3f3ec9235081421e7","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17574","fe0055e4fb90aaf3f3ec9235081421e7","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17575","fe0055e4fb90aaf3f3ec9235081421e7","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17576","fe0055e4fb90aaf3f3ec9235081421e7","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17577","fe0055e4fb90aaf3f3ec9235081421e7","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17578","fe0055e4fb90aaf3f3ec9235081421e7","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17579","fe0055e4fb90aaf3f3ec9235081421e7","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17580","fe0055e4fb90aaf3f3ec9235081421e7","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17581","fe0055e4fb90aaf3f3ec9235081421e7","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17582","fe0055e4fb90aaf3f3ec9235081421e7","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17583","fe0055e4fb90aaf3f3ec9235081421e7","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17584","fe0055e4fb90aaf3f3ec9235081421e7","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17585","fe0055e4fb90aaf3f3ec9235081421e7","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17586","fe0055e4fb90aaf3f3ec9235081421e7","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17587","fe0055e4fb90aaf3f3ec9235081421e7","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17589","fe0055e4fb90aaf3f3ec9235081421e7","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17590","fe0055e4fb90aaf3f3ec9235081421e7","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17591","fe0055e4fb90aaf3f3ec9235081421e7","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17593","fe0055e4fb90aaf3f3ec9235081421e7","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17594","fe0055e4fb90aaf3f3ec9235081421e7","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17595","fe0055e4fb90aaf3f3ec9235081421e7","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17596","fe0055e4fb90aaf3f3ec9235081421e7","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17597","fe0055e4fb90aaf3f3ec9235081421e7","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17598","fe0055e4fb90aaf3f3ec9235081421e7","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17599","fe0055e4fb90aaf3f3ec9235081421e7","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17600","fe0055e4fb90aaf3f3ec9235081421e7","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17601","fe0055e4fb90aaf3f3ec9235081421e7","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17602","fe0055e4fb90aaf3f3ec9235081421e7","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17603","fe0055e4fb90aaf3f3ec9235081421e7","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17604","fe0055e4fb90aaf3f3ec9235081421e7","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17605","fe0f0e78faab015c33ad71ba4f9ba3fe","P9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17606","fe0f0e78faab015c33ad71ba4f9ba3fe","P6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17607","fe0f0e78faab015c33ad71ba4f9ba3fe","P3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17608","fe0f0e78faab015c33ad71ba4f9ba3fe","P8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17609","fe0f0e78faab015c33ad71ba4f9ba3fe","E7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17610","fe0f0e78faab015c33ad71ba4f9ba3fe","P4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17611","fe0f0e78faab015c33ad71ba4f9ba3fe","P3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17612","fe0f0e78faab015c33ad71ba4f9ba3fe","E9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17613","fe0f0e78faab015c33ad71ba4f9ba3fe","P5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17614","fe0f0e78faab015c33ad71ba4f9ba3fe","P7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17615","fe0f0e78faab015c33ad71ba4f9ba3fe","P9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17616","fe0f0e78faab015c33ad71ba4f9ba3fe","E6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17617","fe0f0e78faab015c33ad71ba4f9ba3fe","E4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17618","fe0f0e78faab015c33ad71ba4f9ba3fe","P6-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17619","fe0f0e78faab015c33ad71ba4f9ba3fe","P1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17620","fe0f0e78faab015c33ad71ba4f9ba3fe","E5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17622","fe0f0e78faab015c33ad71ba4f9ba3fe","P4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17623","fe0f0e78faab015c33ad71ba4f9ba3fe","E8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17624","fe0f0e78faab015c33ad71ba4f9ba3fe","P7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17625","fe0f0e78faab015c33ad71ba4f9ba3fe","E1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17626","fe0f0e78faab015c33ad71ba4f9ba3fe","E1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17627","fe0f0e78faab015c33ad71ba4f9ba3fe","E4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17628","fe0f0e78faab015c33ad71ba4f9ba3fe","P8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17629","fe0f0e78faab015c33ad71ba4f9ba3fe","P2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17630","fe0f0e78faab015c33ad71ba4f9ba3fe","E9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17631","fe0f0e78faab015c33ad71ba4f9ba3fe","E5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17632","fe0f0e78faab015c33ad71ba4f9ba3fe","P1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17633","fe0f0e78faab015c33ad71ba4f9ba3fe","E2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17634","fe0f0e78faab015c33ad71ba4f9ba3fe","E2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17635","fe0f0e78faab015c33ad71ba4f9ba3fe","E7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17636","fe0f0e78faab015c33ad71ba4f9ba3fe","E3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17637","fe0f0e78faab015c33ad71ba4f9ba3fe","E8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17638","fe0f0e78faab015c33ad71ba4f9ba3fe","P2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17639","fe0f0e78faab015c33ad71ba4f9ba3fe","P5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17640","fe0f0e78faab015c33ad71ba4f9ba3fe","E6-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17641","fe1d97ecadaf55f059a619d445100fd0","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17642","fe1d97ecadaf55f059a619d445100fd0","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17643","fe1d97ecadaf55f059a619d445100fd0","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17644","fe1d97ecadaf55f059a619d445100fd0","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17645","fe1d97ecadaf55f059a619d445100fd0","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17646","fe1d97ecadaf55f059a619d445100fd0","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17647","fe1d97ecadaf55f059a619d445100fd0","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17648","fe1d97ecadaf55f059a619d445100fd0","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17649","fe1d97ecadaf55f059a619d445100fd0","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17650","fe1d97ecadaf55f059a619d445100fd0","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17651","fe1d97ecadaf55f059a619d445100fd0","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17652","fe1d97ecadaf55f059a619d445100fd0","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17653","fe1d97ecadaf55f059a619d445100fd0","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17654","fe1d97ecadaf55f059a619d445100fd0","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17655","fe1d97ecadaf55f059a619d445100fd0","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17656","fe1d97ecadaf55f059a619d445100fd0","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17657","fe1d97ecadaf55f059a619d445100fd0","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17658","fe1d97ecadaf55f059a619d445100fd0","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17659","fe1d97ecadaf55f059a619d445100fd0","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17660","fe1d97ecadaf55f059a619d445100fd0","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17661","fe1d97ecadaf55f059a619d445100fd0","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17662","fe1d97ecadaf55f059a619d445100fd0","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17663","fe1d97ecadaf55f059a619d445100fd0","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17664","fe1d97ecadaf55f059a619d445100fd0","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17665","fe1d97ecadaf55f059a619d445100fd0","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17666","fe1d97ecadaf55f059a619d445100fd0","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17667","fe1d97ecadaf55f059a619d445100fd0","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17668","fe1d97ecadaf55f059a619d445100fd0","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17669","fe1d97ecadaf55f059a619d445100fd0","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17670","fe1d97ecadaf55f059a619d445100fd0","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17671","fe1d97ecadaf55f059a619d445100fd0","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17672","fe1d97ecadaf55f059a619d445100fd0","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17673","fe1d97ecadaf55f059a619d445100fd0","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17674","fe1d97ecadaf55f059a619d445100fd0","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17675","fe1d97ecadaf55f059a619d445100fd0","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17676","fe1d97ecadaf55f059a619d445100fd0","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
